"district_id","loan_id","date","amount","duration","payments","status","birth_number","gender","household_amount","region","no. of inhabitants","no. of municipalities with inhabitants < 499","no. of municipalities with inhabitants 500-1999","no. of municipalities with inhabitants 2000-9999","no. of municipalities with inhabitants >10000","no. of cities","ratio of urban inhabitants","average salary","unemploymant rate '95","unemploymant rate '96","no. of enterpreneurs per 1000 inhabitants","no. of commited crimes '95","no. of commited crimes '96","type_card","balance_sd","balance_diff","frequency"
39,7066,940502,215388,36,5983,-1,591217,1,0,"north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"none",10504.3104701605,49757,"monthly issuance"
54,7097,931223,75624,24,3151,-1,581207,1,13500,"south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"none",20688.4180488837,89354.8,"monthly issuance"
14,7101,961118,421008,48,8771,1,530601,1,9902,"south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"none",12359.209052004,71730.4,"monthly issuance"
68,7104,931213,259740,60,4329,1,790316,1,12414,"north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"none",19487.2396663213,78833.5,"monthly issuance"
55,7121,931110,21924,36,609,1,600820,1,6262,"south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"none",10171.0318459875,59332.4,"monthly issuance"
39,7130,961211,123408,24,5142,1,641014,1,3020,"north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"gold",17185.3638546914,84926.9,"issuance after transaction"
60,7136,960928,54396,36,1511,1,390727,1,0,"south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"none",10625.9463929278,41508.8,"monthly issuance"
66,7137,940603,151560,24,6315,1,530505,1,10134,"south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,"none",22844.0061645797,97612.7,"monthly issuance"
45,7138,950703,60000,60,1000,1,461015,1,2960,"east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"none",5853.92888671955,38993.9,"monthly issuance"
1,7142,941219,482940,60,8049,-1,760521,0,2439,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",9885.4777247265,56807.2,"monthly issuance"
55,7154,961205,417600,60,6960,1,701012,1,0,"south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"gold",18631.3583226447,86852.1,"issuance after transaction"
41,7166,950624,198240,24,8260,1,560218,1,7303,"north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,"none",13022.4216144806,51647.2,"monthly issuance"
11,7176,951028,260028,36,7223,1,761125,1,4782,"central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"none",20993.628045388,124700.7,"monthly issuance"
71,7189,960321,154656,48,3222,1,561128,1,3867,"north Moravia",161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,"none",10868.9432774909,60782,"monthly issuance"
31,7192,941221,115992,36,3222,1,370517,1,186,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"none",17591.0559501949,107492,"weekly issuance"
1,7194,960917,68832,36,1912,1,590701,1,5435,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",12288.7904112708,61239.6,"monthly issuance"
72,7198,940823,45768,12,3814,1,770527,0,0,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"none",14361.643030577,77527.5,"weekly issuance"
65,7213,960213,113544,36,3154,1,420918,1,1326,"south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"none",12325.8311911857,67348.1,"monthly issuance"
1,7220,940728,131292,36,3647,1,540320,1,7312,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",12494.3123334861,69288.4,"weekly issuance"
13,7226,940223,197748,36,5493,1,700505,0,0,"central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"none",19635.3576744511,74113.6,"monthly issuance"
44,7227,951002,314520,60,5242,1,551118,0,10472,"east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,"none",28698.3798261659,127619.4,"weekly issuance"
16,7233,961225,115812,36,3217,1,530601,1,0,"south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"none",21971.1628521051,118427.2,"monthly issuance"
18,7235,931013,154416,48,3217,1,690525,0,0,"south Bohemia",70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,"none",20286.9655584644,72826.5,"weekly issuance"
63,7240,930906,274740,60,4579,1,780907,1,756,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"none",25256.6658167142,122293.1,"weekly issuance"
1,7241,950304,168984,24,7041,-1,760318,1,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",28355.3601580073,121324.1,"monthly issuance"
72,7243,951204,217152,36,6032,1,740707,1,8436,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"classic",18394.5137848639,109374.3,"monthly issuance"
59,7246,960820,148920,60,2482,1,770803,1,11506,"south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"none",15220.6512633641,62889.9,"weekly issuance"
46,7249,940612,69360,48,1445,1,410728,1,0,"east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,"none",9598.2528518684,51265,"monthly issuance"
59,7259,940131,108144,36,3004,1,630512,0,4736,"south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"none",25585.472260311,122963.4,"monthly issuance"
75,7262,940301,182628,36,5073,1,590523,1,0,"north Moravia",138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,"none",14579.4217665666,51746,"monthly issuance"
70,7263,960119,89880,24,3745,1,630516,1,0,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",27471.9750004315,115204.2,"weekly issuance"
12,7271,961002,392460,60,6541,1,801113,0,9810,"central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,"none",20293.3634796541,115013.4,"monthly issuance"
15,7284,930915,52788,12,4399,1,730216,1,506,"south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"none",6652.64295634085,40469.1,"monthly issuance"
1,7304,951029,419880,60,6998,1,451030,0,10886,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",27879.3968566711,103839.9,"weekly issuance"
61,7305,960806,54024,12,4502,1,680413,1,4518,"south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"classic",15469.9881129642,80705.8,"monthly issuance"
67,7308,961227,129408,24,5392,1,621019,0,4780,"north Moravia",106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,"none",11709.1423747552,55055.6,"monthly issuance"
